43 3 2 13 51 1 1
52 1 2 0 14 1 0
28 3 2 1 3 1 0
30 1 2 11 1 2 1
28 3 2 1 6 1 0
22 1 2 0 1 1 0
30 1 2 4 0 1 0
25 4 2 4 1 1 0
31 3 2 0 31 1 1
37 3 2 0 35 1 1
32 1 2 14 1 1 0
53 3 2 1 1 2 0
28 1 2 25 26 1 1
44 3 2 8 5 2 1
25 1 2 0 0 1 0
22 3 2 1 6 2 1
37 6 1 0 1 2 0
40 6 1 3 1 1 0
31 4 1 0 1 2 0
23 4 2 1 1 1 1
23 3 1 5 1 1 1
24 4 2 0 1 2 0
29 1 2 1 1 2 0
20 1 2 1 1 1 1
30 1 2 2 2 1 1
39 6 2 0 1 1 0
27 1 2 4 1 1 0
37 1 1 2 1 1 0
20 1 2 0 3 1 0
22 4 2 0 2 1 0
52 1 1 0 1 1 0
23 1 1 0 4 1 1
48 1 1 0 2 1 0
25 3 2 0 0 1 0
27 3 2 0 2 1 1
30 1 2 11 1 1 1
22 1 2 3 1 2 1
22 3 1 1 1 1 0
41 1 1 2 1 2 0
25 6 1 0 1 1 0
52 1 2 3 25 1 1
43 1 2 0 41 1 0
37 3 2 3 3 1 0
70 3 2 1 13 2 0
46 3 2 3 14 1 0
21 1 2 0 1 2 1
26 1 2 1 2 2 1
38 4 2 3 2 1 1
34 3 2 5 1 2 0
34 1 2 5 1 2 0
23 3 2 0 1 1 1
34 1 2 5 3 1 1
39 1 2 6 3 1 1
24 6 2 0 1 1 0
58 3 2 2 2 1 0
21 1 1 0 1 2 0
23 1 2 4 11 2 1
62 3 2 0 2 1 0
37 3 2 5 11 1 0
43 6 2 2 8 1 1
32 1 1 5 0 1 0
23 4 2 0 46 1 0
27 1 2 0 1 2 0
44 3 2 0 1 2 1
28 3 2 3 1 2 1
42 3 1 0 1 1 0
24 6 2 9 5 1 1
27 1 2 0 17 1 0
20 1 2 0 1 1 1
51 3 1 0 1 2 0
56 3 2 0 1 2 0
29 1 2 7 1 1 0
20 1 2 0 210 1 1
27 3 2 8 68 1 0
24 1 2 2 19 1 1
53 3 2 36 33 1 1
28 3 2 2 1 2 1
21 4 2 3 22 1 0
36 1 1 0 12 1 0
25 3 1 2 1 2 1
23 4 1 1 0 2 0
28 3 2 1 1 1 0
21 1 1 0 1 1 1
36 3 2 0 1 2 0
24 1 2 0 1 1 0
30 6 2 1 1 1 1
29 1 2 0 1 1 0
30 3 1 0 4 2 0
51 4 2 1 1 2 0
32 1 2 12 2 1 1
23 1 2 1 1 1 0
47 1 2 3 0 1 0
37 3 2 0 19 1 0
19 1 2 2 1 1 1
27 4 2 0 2 2 0
39 6 2 0 1 2 0
21 3 1 0 0 1 0
69 3 2 0 1 2 0
21 3 2 2 2 1 0
26 1 2 6 4 2 1
22 3 2 0 0 1 0
23 1 1 0 1 1 1
49 1 2 3 4 1 0
29 1 2 2 51 2 0
60 3 1 0 1 2 0
23 1 2 3 0 1 1
20 6 1 1 3 1 0
36 4 2 1 95 1 0
30 3 2 0 2 1 0
21 1 2 1 0 1 0
22 3 2 2 1 2 1
21 1 2 4 220 1 1
21 1 2 0 12 1 1
34 3 2 1 0 2 0
50 3 1 1 1 2 1
40 3 2 0 8 1 1
25 1 2 7 127 1 1
53 3 1 1 1 2 0
24 1 1 0 1 1 0
42 1 2 1 4 1 0
28 1 2 1 2 2 0
26 1 2 6 1 1 1
22 1 2 4 260 1 1
21 3 2 3 6 2 0
37 1 2 23 17 1 1
35 1 2 2 5 1 0
53 1 2 2 1 1 0
29 1 2 7 1 1 0
48 3 2 23 361 1 1
52 3 1 0 0 2 0
27 1 2 12 32 1 1
28 1 2 5 51 1 0
33 3 2 3 0 2 0
28 4 1 0 2 1 0
36 1 2 14 1 1 1
29 1 2 2 2 1 0
22 1 2 0 21 2 1
25 3 2 0 0 1 0
56 1 2 5 12 1 0
27 1 2 9 52 1 1
52 3 2 4 7 1 1
32 1 2 3 1 1 0
60 6 2 4 1 1 0
23 4 2 1 5 2 0
39 3 1 0 1 2 0
56 3 2 0 1 2 0
22 1 1 0 0 1 0
53 1 2 11 110 1 0
25 3 2 0 0 2 1
21 4 2 0 0 2 0
22 3 2 0 2 1 0
58 3 1 2 1 2 0
31 1 2 7 1 2 1
22 3 2 1 1 1 1
28 1 2 8 3 1 1
42 6 2 1 2 1 0
20 1 2 0 1 1 1
29 3 2 0 5 2 1
58 1 2 21 59 2 1
22 1 2 3 106 1 0
48 4 2 1 1 2 1
37 3 2 0 0 1 0
57 1 2 1 26 1 1
27 3 2 3 0 2 0
26 1 2 3 33 1 0
24 3 2 3 0 1 1
33 3 2 0 1 1 0
29 1 2 2 1 1 0
24 1 1 3 1 1 1
19 3 2 1 32 1 1
36 3 2 2 1 2 0
24 3 1 0 0 1 0
34 3 2 0 0 2 0
25 4 2 2 1 1 1
20 1 2 1 1 1 1
24 1 2 1 2 2 1
61 3 2 4 2 1 0
50 1 1 3 0 1 0
30 1 2 1 4 2 0
38 1 2 5 1 1 0
24 3 2 0 1 2 0
46 1 1 2 10 1 1
41 3 2 0 4 2 1
20 6 2 0 22 1 1
27 1 2 13 1 2 1
26 1 2 1 13 2 1
29 1 2 3 1 1 1
52 3 2 6 2 1 1
28 3 2 1 4 1 1
55 1 2 5 119 1 1
26 1 2 10 1 1 1
28 1 2 5 1 1 0
63 3 2 2 3 1 0
42 1 2 0 1 1 0
23 1 2 6 1 1 0
54 1 2 28 6 1 1
35 1 2 8 10 1 1
24 1 1 6 26 1 1
54 1 2 2 1 2 0
58 1 2 12 4 2 1
23 3 2 1 0 2 1
35 1 2 1 1 2 0
20 1 2 1 2 1 1
51 3 2 0 35 1 0
24 4 2 0 1 1 0
37 3 2 3 7 1 0
47 3 2 3 1 1 0
34 3 2 4 1 1 1
56 3 2 0 1 1 0
34 4 2 4 32 1 1
59 3 2 1 0 1 1
35 2 2 0 101 1 0
58 4 2 1 10 1 0
29 4 2 2 1 2 0
24 3 1 6 3 1 1
21 3 2 2 9 2 1
50 2 2 5 11 1 1
26 1 2 1 1 1 0
30 3 1 0 1 2 0
29 3 2 0 1 2 1
54 1 2 0 1 2 0
29 1 2 4 8 1 1
59 3 1 0 1 2 0
38 1 2 0 1 1 0
27 3 2 1 1 2 1
26 4 2 7 1 1 1
52 4 2 20 28 1 0
66 1 2 33 14 1 1
27 3 2 2 0 1 0
51 3 2 1 1 2 0
35 3 2 1 74 1 0
52 3 2 4 1 2 0
48 6 2 12 1 1 0
26 1 1 0 1 2 0
48 3 1 0 1 2 0
30 4 2 7 38 2 0
28 6 2 2 2 2 0
33 1 2 2 0 2 0
34 1 1 6 52 1 0
25 6 2 0 0 2 0
59 1 2 10 127 1 1
29 1 2 5 2 1 1
24 3 2 0 1 1 0
48 3 2 1 129 1 1
52 1 2 4 1 2 0
20 1 2 0 0 1 1
25 3 2 4 5 1 1
24 3 2 0 15 1 0
23 3 2 0 1 2 0
27 3 2 6 1 1 0
25 1 2 1 1 2 1
31 1 2 0 0 1 0
25 1 2 6 4 1 1
32 3 2 1 1 1 1
21 3 2 0 0 1 1
37 6 2 1 5 1 0
25 3 2 0 0 1 0
32 4 2 20 1 1 0
35 1 2 0 2 1 0
42 1 2 14 2 1 1
24 3 2 9 10 2 1
21 4 2 0 1 1 1
47 3 2 1 0 2 0
27 1 2 5 1 1 1
43 4 2 2 4 2 1
46 3 2 2 1 1 1
44 1 2 1 0 2 0
23 3 2 2 1 1 0
42 1 2 8 2 1 0
58 1 2 6 144 1 0
26 1 2 3 2 1 0
48 6 1 0 17 1 0
39 1 2 3 3 1 1
21 1 2 3 0 1 1
63 3 2 1 6 2 0
22 1 2 3 8 1 1
50 1 2 3 1 2 0
38 1 2 0 10 1 0
41 3 2 1 6 1 0
28 1 2 16 1 1 1
30 1 1 0 1 2 0
23 1 2 1 0 1 0
25 3 2 2 12 1 1
40 3 2 5 0 1 0
24 4 2 8 0 1 0
27 1 2 5 64 2 1
44 3 2 11 180 2 0
35 1 1 6 1 1 1
42 3 2 0 0 2 0
38 1 2 15 0 1 0
26 4 2 4 0 1 0
25 1 1 0 1 2 0
64 4 2 1 8 1 0
49 3 1 2 0 2 1
50 3 2 5 1 1 1
66 3 2 0 1 2 1
46 3 1 0 1 2 0
30 1 2 5 1 1 1
22 3 1 0 0 2 0
23 3 2 1 10 2 0
30 6 2 0 1 2 1
31 4 2 0 1 2 0
31 6 2 1 1 1 0
25 1 2 0 1 2 0
21 3 1 0 2 1 0
27 1 2 0 1 2 0
20 4 2 0 1 2 1
32 4 2 1 0 1 0
24 3 1 0 1 1 0
20 1 2 1 1 1 0
31 1 2 3 20 2 1
27 1 2 3 6 2 1
40 1 2 0 1 1 0
22 1 2 11 0 1 1
38 1 1 1 1 1 0
36 4 2 1 40 2 1
30 1 2 1 1 2 0
27 3 2 6 34 1 1
59 3 1 0 0 2 0
37 3 2 2 1 2 0
28 1 2 5 1 2 1
38 3 2 0 0 1 0
22 1 2 0 1 1 1
25 1 2 4 32 1 1
51 3 2 0 0 2 0
29 3 2 2 25 2 1
28 1 2 10 0 1 0
55 1 2 9 4 2 1
23 3 1 3 6 1 0
22 1 1 0 8 2 0
19 3 1 2 22 1 1
31 1 2 1 0 2 0
29 1 2 0 1 2 0
61 1 2 15 1 1 1
31 4 2 0 0 2 0
20 1 2 4 2 1 1
26 3 2 3 1 1 1
27 3 2 5 1 2 0
25 3 2 1 1 1 0
23 3 2 3 9 1 1
38 1 2 0 2 1 0
27 1 2 18 0 1 1
35 3 1 0 0 1 1
22 6 2 0 16 1 0
58 1 1 4 1 1 1
57 3 1 0 2 2 1
21 1 2 0 1 1 0
22 1 1 0 1 1 0
30 1 2 0 3 1 0
30 1 2 8 2 1 1
31 1 1 10 1 1 0
45 3 1 1 1 1 0
39 3 2 2 5 1 1
31 1 2 0 2 1 1
22 1 2 1 1 1 1
27 1 2 13 2 1 1
38 3 2 1 1 1 1
31 1 2 23 55 1 1
47 1 2 20 2 1 0
22 1 2 3 1 1 0
35 1 2 1 80 2 1
23 4 2 2 19 2 1
65 1 2 2 5 2 1
35 1 2 0 1 2 0
33 1 1 0 1 1 0
53 3 2 1 1 2 0
52 4 2 0 2 1 0
21 1 2 0 1 1 0
37 1 2 11 2 1 0
30 6 2 4 1 2 1
54 6 2 0 0 1 0
31 1 1 0 0 2 0
59 3 1 2 29 1 0
27 1 2 0 1 2 0
36 1 2 0 1 2 1
46 1 2 17 6 1 1
22 1 2 3 323 1 0
28 3 1 0 1 2 0
34 3 1 15 3 1 1
29 4 2 7 1 1 1
23 1 2 2 80 2 1
27 1 2 3 1 1 0
21 2 2 0 1 1 1
48 3 2 3 1 1 1
31 1 2 5 7 1 0
36 1 2 4 2 2 0
44 1 2 14 2 1 1
53 3 2 2 1 1 0
33 1 2 3 2 2 1
47 3 2 2 2 1 1
57 1 2 20 33 1 1
28 1 2 2 6 2 0
24 1 2 1 1 2 0
44 1 2 1 1 1 0
46 1 2 0 1 1 0
37 1 2 6 1 1 0
26 1 2 10 6 2 1
27 1 2 10 0 1 1
40 3 2 1 2 1 0
60 3 1 9 385 1 1
53 3 2 1 6 1 0
28 1 2 0 1 1 0
23 4 2 0 0 2 0
46 3 1 2 20 1 0
23 1 2 0 1 1 1
50 1 2 18 249 1 1
45 1 2 0 2 2 0
22 1 2 1 1 1 0
26 3 2 1 16 1 1
62 3 2 0 3 1 0
34 3 2 0 0 2 1
24 4 2 1 6 1 0
21 3 2 0 1 2 0
25 3 2 0 1 1 1
68 3 2 0 3 2 0
21 3 2 1 1 1 0
37 4 1 1 2 1 0
22 1 2 0 0 1 0
42 3 2 1 1 1 0
22 3 2 1 1 1 1
45 1 2 0 3 1 1
36 1 1 4 1 1 1
48 1 2 2 1 1 0
23 1 2 6 8 1 1
24 1 2 0 1 1 0
29 1 2 0 1 1 0
24 1 2 0 1 1 0
50 1 2 11 2 1 0
34 1 2 10 2 1 1
23 1 2 0 0 1 0
22 3 1 0 2 2 0
36 6 2 0 7 1 0
30 3 2 22 3 1 1
21 1 2 0 1 1 1
53 3 1 0 1 1 0
25 1 2 7 1 2 1
25 1 1 1 0 2 0
71 1 2 8 25 1 0
39 1 2 10 41 2 0
37 1 1 0 37 1 0
20 1 2 0 8 1 1
29 1 1 3 1 1 0
22 1 2 2 1 1 1
26 1 2 4 83 1 1
47 1 1 19 31 1 1
21 6 2 1 1 1 1
23 6 1 0 1 2 0
20 3 1 1 17 1 1
23 1 1 0 1 1 0
27 5 2 3 1 2 0
53 1 1 0 0 1 0
23 1 1 0 1 1 0
26 1 2 5 22 1 1
25 1 2 6 6 1 0
23 6 2 2 1 2 0
27 1 2 4 0 1 1
29 1 2 1 3 2 0
27 6 2 1 1 1 1
28 4 2 0 1 1 0
31 1 2 0 1 2 0
41 1 2 8 1 1 1
25 3 2 0 0 2 0
47 3 2 0 0 2 0
37 1 2 4 1 1 0
35 1 1 4 2 1 0
24 3 2 1 1 2 1
21 3 2 2 6 1 1
22 3 2 0 3 1 1
57 1 2 11 140 1 0
48 3 2 0 11 1 0
36 6 2 0 5 1 0
37 1 1 3 28 1 0
31 3 2 0 5 2 0
22 1 2 1 4 1 1
31 3 2 2 0 2 0
24 1 2 0 1 1 1
32 1 2 22 0 1 1
23 6 1 0 1 2 0
63 1 2 0 1 2 0
30 6 2 0 1 1 0
20 3 2 0 1 1 0
24 1 1 1 0 2 1
36 1 1 1 1 2 0
83 4 2 0 1 2 0
28 3 2 2 0 1 0
36 1 2 3 1 1 1
33 1 1 0 2 2 0
39 1 2 0 0 1 0
29 6 2 3 0 2 0
30 1 2 17 4 1 1
24 1 2 1 1 1 1
35 1 2 7 1 1 0
24 1 2 0 1 1 0
26 3 2 8 2 1 0
28 1 2 14 1 1 1
32 1 2 0 1 2 0
32 3 1 1 1 2 1
33 1 2 5 6 2 1
29 1 2 16 17 1 0
34 3 2 1 1 2 1
37 6 1 0 1 2 1
43 3 2 0 0 2 0
47 3 2 2 0 1 0
25 1 2 3 2 2 1
23 1 1 1 2 1 0
39 3 2 2 1 2 0
35 1 2 13 5 1 1
33 6 2 0 1 1 0
21 6 2 0 1 1 1
43 1 2 20 1 1 0
25 1 2 3 1 1 1
48 1 2 25 6 1 1
22 1 2 1 1 2 1
52 1 2 9 39 2 1
26 3 2 5 35 1 1
67 1 2 4 28 2 1
34 1 2 4 1 2 0
56 3 2 4 0 2 0
28 1 2 1 5 1 1
29 1 2 2 1 2 0
37 1 2 6 20 1 1
43 6 2 3 1 1 0
51 3 2 0 1 1 0
20 1 2 1 1 2 1
26 3 2 4 293 2 1
39 3 1 1 10 2 1
21 1 2 1 2 1 0
21 1 2 1 3 1 1
24 3 2 3 1 1 1
26 1 2 4 1 2 1
48 3 2 1 1 1 0
24 1 2 5 2 1 1
26 3 2 0 0 1 0
46 3 2 0 1 1 0
24 1 2 7 1 2 0
21 3 1 0 1 2 0
24 1 2 1 1 1 1
36 1 2 9 2 2 0
30 1 2 5 1 1 1
22 3 1 1 2 1 0
25 1 2 0 10 1 1
31 1 2 25 118 2 1
24 1 2 0 2 1 0
39 1 2 13 2 1 1
46 6 2 0 5 1 0
30 1 1 4 1 1 0
40 3 2 0 22 1 0
52 1 1 0 2 1 0
23 1 2 3 34 1 0
26 1 1 1 1 2 0
22 3 2 1 20 1 1
42 3 2 3 1 1 0
23 1 2 6 136 1 1
33 6 2 4 2 1 1
28 1 2 1 2 1 0
50 3 2 1 1 1 0
32 1 2 1 1 1 0
24 4 2 3 98 1 1
51 1 2 3 1 1 0
19 3 2 1 1 2 1
32 1 2 4 108 1 0
31 3 1 1 0 1 1
29 1 1 1 180 1 0
43 4 2 0 1 2 0
26 1 2 9 11 1 1
27 3 2 0 28 1 1
52 3 2 1 3 1 1
27 4 2 1 1 2 0
57 4 1 1 1 2 0
28 1 2 3 2 2 1
32 1 2 3 3 1 1
27 1 2 5 0 2 1
45 4 2 0 3 2 1
42 3 1 0 0 2 0
33 1 2 0 1 1 1
28 3 1 3 45 2 0
53 3 1 0 1 2 0
24 3 2 0 1 1 0
28 4 2 1 9 1 0
28 4 2 1 2 1 0
39 1 2 6 36 2 1
22 1 2 1 0 1 1
46 1 2 2 9 1 1
25 1 2 0 1 2 0
52 3 2 1 4 1 0
28 1 2 4 1 2 1
57 3 1 1 2 1 1
49 1 2 3 1 1 1
21 1 2 2 1 1 1
32 1 2 19 15 1 1
63 1 2 3 220 2 0
29 3 2 2 2 1 0
46 1 2 0 1 2 0
28 1 2 10 1 2 1
27 1 2 1 3 1 0
69 4 1 0 0 2 0
47 4 2 0 1 2 0
45 4 2 1 128 1 0
33 3 1 1 0 2 0
27 4 1 0 1 2 1
32 1 2 14 2 1 1
24 1 2 2 1 1 0
26 1 2 5 3 1 1
47 4 2 0 1 2 0
25 3 2 1 1 1 0
21 1 2 1 109 1 0
25 1 2 2 1 2 1
22 1 2 6 2 1 1
26 3 1 0 1 1 0
20 3 2 0 1 1 0
30 1 2 1 2 2 1
45 1 2 0 1 1 1
33 1 2 7 79 1 1
35 3 2 2 1 1 0
41 3 2 5 1 1 0
23 3 2 0 2 2 0
21 3 1 0 1 2 1
54 1 2 0 2 1 0
27 1 2 10 1 1 1
22 3 2 0 1 2 0
21 4 1 0 1 2 1
23 1 2 2 6 1 1
30 4 2 1 8 2 0
36 1 2 5 19 2 1
29 1 2 10 23 1 1
54 1 2 4 79 2 1
22 3 2 2 14 2 1
26 1 2 0 1 2 1
20 1 1 0 1 1 0
52 1 2 6 2 2 1
29 1 2 0 2 1 0
23 1 1 6 18 2 0
35 1 2 1 9 2 0
32 3 2 8 1 1 1
21 1 2 1 1 2 1
25 4 2 0 1 1 0
30 1 2 4 1 2 1
30 1 1 3 26 1 0
23 1 2 2 6 1 1
32 3 2 8 2 1 0
29 1 2 6 40 1 1
42 3 2 0 0 2 0
21 1 2 0 1 1 1
22 1 1 0 1 2 0
45 4 2 2 47 1 0
29 1 2 0 1 2 0
30 1 2 6 3 1 1
51 1 2 17 0 2 0
45 4 2 20 2 1 1
24 3 2 2 0 1 0
23 1 2 2 5 2 0
36 1 2 5 1 1 0
69 4 2 0 1 2 0
21 4 2 1 2 1 1
59 4 2 1 1 2 0
39 1 2 1 5 1 0
29 1 2 2 38 1 0
22 4 2 1 2 2 1
44 3 2 6 0 1 0
25 1 2 2 58 1 0
31 1 2 0 0 1 0
35 1 2 17 2 2 1
27 1 2 11 2 2 1
33 1 2 1 2 1 0
28 1 2 6 1 1 1
60 3 2 1 1 1 0
53 4 2 0 1 2 0
51 4 2 0 1 1 1
54 1 1 0 1 1 0
24 3 2 3 2 2 0
55 4 2 1 1 1 1
26 4 2 0 2 1 0
75 1 1 5 1 1 0
36 1 2 16 0 1 1
34 6 2 0 2 1 1
25 1 1 5 47 2 1
46 3 2 0 1 1 0
27 1 2 1 7 1 0
28 1 2 3 0 2 1
42 1 2 13 1 2 1
59 1 2 2 0 2 0
39 3 2 1 15 1 0
46 3 2 5 12 2 0
25 6 2 1 1 1 0
55 3 2 2 2 1 0
35 1 2 1 1 2 1
43 1 2 0 1 2 1
53 3 1 0 1 2 0
21 1 1 0 1 2 0
55 1 2 17 26 1 1
27 1 2 1 1 1 1
40 1 2 0 2 1 0
37 3 1 0 1 2 0
32 3 2 2 5 2 1
32 1 2 2 2 2 0
36 1 2 4 3 2 1
22 4 2 0 1 2 0
31 1 1 0 2 1 0
26 1 1 4 1 1 1
50 3 1 30 4 2 1
47 1 2 4 0 1 0
36 1 2 2 1 1 0
38 3 1 0 1 1 0
35 6 2 0 2 1 0
53 3 2 0 1 1 0
53 1 2 2 1 1 0
57 1 2 19 118 1 0
22 1 2 5 19 1 1
21 1 2 0 1 1 1
26 1 2 0 1 1 1
27 1 2 2 21 1 0
49 3 1 4 4 1 0
47 3 2 1 1 1 1
30 1 2 8 2 1 1
44 3 2 3 0 1 0
34 1 2 1 2 1 0
45 1 2 10 1 1 1
38 4 2 0 1 1 0
50 3 2 2 0 2 0
29 3 2 1 0 2 0
26 3 2 0 0 1 0
22 1 1 1 1 1 1
47 4 2 0 1 2 0
49 3 2 0 0 1 0
49 1 2 1 19 1 1
59 3 2 2 13 1 0
32 3 2 6 28 2 0
24 1 2 1 0 2 1
40 4 2 0 1 2 0
32 1 2 0 0 1 0
54 4 1 0 0 2 0
27 1 2 9 800 1 1
25 3 2 2 12 2 0
20 3 2 0 1 2 1
37 1 2 18 1 2 0
30 3 1 5 7 1 1
23 1 2 1 1 1 1
20 1 1 0 0 1 0
50 3 2 8 12 1 0
50 1 2 7 1 1 0
40 3 2 3 1 1 0
24 3 1 2 2 1 0
24 4 2 0 1 1 1
23 1 1 3 1 1 1
54 3 2 3 2 2 1
25 3 2 4 1 2 0
46 3 2 1 2 2 0
25 6 2 1 266 1 0
22 3 1 0 0 2 0
32 3 1 1 2 1 0
25 1 2 0 4 2 1
33 1 2 16 1 1 1
33 1 2 4 2 2 1
24 1 2 0 0 1 0
33 1 2 12 2 2 1
37 3 2 0 1 2 0
40 3 1 0 0 2 0
43 1 2 9 1 1 1
35 1 2 5 2 1 1
25 1 2 11 7 1 1
61 1 2 1 0 1 1
52 1 1 1 1 1 0
39 1 2 1 0 2 1
47 1 2 5 1 1 0
52 3 1 6 33 2 0
37 3 2 0 0 2 0
24 1 1 0 1 1 0
34 1 1 14 4 1 0
20 6 2 0 12 2 1
25 3 2 1 0 2 1
62 3 1 0 0 2 0
23 3 2 0 1 1 1
60 3 1 0 13 1 0
35 3 2 0 1 2 0
24 1 1 0 1 1 0
30 3 2 0 0 2 0
35 3 2 4 1 1 1
28 3 1 0 0 2 0
56 1 2 0 1 1 0
23 1 2 2 1 1 1
20 4 2 0 1 1 1
23 3 2 1 1 2 0
21 1 2 0 2 1 1
35 1 1 2 14 1 0
33 3 2 3 0 2 0
21 4 2 0 4 1 0
41 1 2 9 1 2 0
24 1 2 0 4 1 0
20 4 2 2 192 1 1
28 1 2 9 1 1 1
25 5 2 7 1 1 0
49 1 2 3 1 1 0
22 4 1 0 0 1 0
21 1 2 0 2 1 1
27 1 1 3 3 1 1
50 1 2 4 2 2 0
23 1 1 0 0 2 0
34 3 2 0 1 2 0
25 1 2 4 33 1 1
33 3 1 2 43 1 1
25 6 2 1 58 2 1
30 4 2 0 1 2 0
42 5 2 0 3 2 0
